rule_id,policy,security_intent,config,vendor,label,source,reason,difficulty
CIS-2.2,NTP Configuration Required,NTP servers must be configured for accurate timestamps.,ntp server 0.0.0.0,cisco,0,synthetic,invalid_server,easy
CIS-2.2,NTP Configuration Required,NTP servers must be configured for accurate timestamps.,ntp server 192.168.1.10,cisco,1,synthetic,valid_server,easy
CIS-2.2,NTP Configuration Required,NTP servers must be configured for accurate timestamps.,ntp server 203.0.113.1,cisco,1,synthetic,valid_server,easy
CIS-2.2,NTP Configuration Required,NTP servers must be configured for accurate timestamps.,set system ntp server 192.168.1.10,juniper,1,synthetic,valid_server,easy
CIS-2.2,NTP Configuration Required,NTP servers must be configured for accurate timestamps.,set system ntp server 10.0.0.1,juniper,1,synthetic,valid_server,easy
CIS-2.2,NTP Configuration Required,NTP servers must be configured for accurate timestamps.,set deviceconfig setting ntp server primary 192.168.1.10,paloalto,1,synthetic,valid_server,easy
CIS-2.2,NTP Configuration Required,NTP servers must be configured for accurate timestamps.,set deviceconfig setting ntp server primary 0.0.0.0,paloalto,0,synthetic,invalid_server,easy
CIS-3.1,Secure SNMP Configuration,SNMP must use secure community names (not public/private) and versions.,snmp-server community custom RW,cisco,1,synthetic,secure_community,easy
CIS-3.1,Secure SNMP Configuration,SNMP must use secure community names (not public/private) and versions.,snmp-server community private RW,cisco,0,synthetic,default_community,easy
CIS-3.1,Secure SNMP Configuration,SNMP must use secure community names (not public/private) and versions.,set snmp community private { authorization read-write; },juniper,0,synthetic,default_community,easy
CIS-3.1,Secure SNMP Configuration,SNMP must use secure community names (not public/private) and versions.,set snmp community public { authorization read-only; },juniper,0,synthetic,default_community,easy
CIS-3.1,Secure SNMP Configuration,SNMP must use secure community names (not public/private) and versions.,set deviceconfig setting snmp community secure version v3,paloalto,1,synthetic,secure_community_v3,easy
CIS-3.1,Secure SNMP Configuration,SNMP must use secure community names (not public/private) and versions.,set deviceconfig setting snmp community custom version v3,paloalto,1,synthetic,secure_community_v3,easy
CIS-4.1,Network Segmentation,Security zones must be configured to segment network traffic.,set security zones security-zone trust interfaces ge-0/0/1.0,juniper,1,synthetic,valid_zone,medium
CIS-4.1,Network Segmentation,Security zones must be configured to segment network traffic.,set security zones security-zone trust,juniper,0,synthetic,incomplete_zone,medium
CIS-4.1,Network Segmentation,Security zones must be configured to segment network traffic.,set deviceconfig setting zone trust network layer3 ethernet1/1,paloalto,1,synthetic,valid_zone,medium
CIS-4.1,Network Segmentation,Security zones must be configured to segment network traffic.,set deviceconfig setting zone untrusted,paloalto,0,synthetic,empty_zone,medium
